,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150
11,,,2,,,5,,,,,,3,,,5,,,,5,3,,,,,4,,5,,,,4,,,,3,,,,2,2,,5,3,,,,2,,3,,,,5,,,4,,,,,,2,2,,,,5,3,2,1,,,,,,,,5,,,4,,,,,2,,,,,,,3,,,,,,4,,1,1,1,,,4,1,,,,,,,,1,4,,5,,,,2,,,4,5,,,4,,,4,,2,5,4,,,,3,,,,2,5,,1,,,5
12,5,,,,,5,,,1,,3,,,,5,4,,,,,2,,,,5,,5,,,2,5,,,,,3,,3,,,,5,,,,,3,,,,,,5,,,,,,,3,,,,,5,,5,1,,,1,3,5,,,,5,,,,5,5,,4,,,,1,,,1,,,,,,2,,,4,,,,1,,,,,,,2,1,,,,,2,,3,4,,,1,,,,,,5,,,,,,5,,,,,,,,,,5,,,,,5
13,,,2,,,4,,2,,,,,,3,,,,,,,,,3,,,,4,,2,,,3,1,3,,3,,,,,3,4,,3,,,3,,,,,2,,,1,,,,,,,1,,5,,3,,,,,,3,,3,,,4,,,,,,,,,,,,2,,,,,5,,,,,,,,1,,2,,,2,,3,1,,,5,,,5,,,,,2,,,2,5,,,,4,,,,,,,5,,,3,,,1,,,,,,,,
14,,,,2,,1,4,,2,,,,,,,,,,,,,,2,3,,5,3,,,,,5,,,4,,,,5,,4,,,5,,,4,,,,5,,,,,,,,2,,4,5,,,2,5,,,2,,,,,2,,4,,3,,,,,4,1,,,4,,4,,,,2,,2,5,2,,3,1,,,,,3,,5,,,5,5,,,,,2,,,,,4,5,,,,,3,,,2,5,,3,,,,,,,,,,,,,4,,4,,
15,5,,,,,,,,1,4,,,,,,4,2,,4,,,,,,,,4,,,,5,,,2,,3,,,3,,3,4,,3,2,,,,,,,,4,,,5,,2,,,,,1,,,,4,,,,,3,5,2,2,,4,4,,4,5,,,4,,,,,,1,,3,,4,,2,3,,,,,,,,,5,,,1,,,,4,,2,,,5,,4,,,,,,5,3,5,,,1,,,,,5,2,2,2,,,2,,,,,,3,1,5
16,4,,,5,,5,,,,,,,1,,5,5,,2,,,,,3,,4,,,,,1,5,,,,3,,,,2,,2,,3,,,2,,,,,2,,,,,4,,,2,,,,,4,5,,,1,,,,2,5,,,,,4,,4,5,4,3,,2,,,,3,,1,1,,5,,,3,,,5,,2,,,,,,,,,3,,4,,,,,,,5,,,,,4,,,,,,,5,,,,4,,2,,,1,,,,,,1,,,5
17,4,,,4,,5,,,,5,,3,,1,5,,,,,,,,,,4,,,,,,5,2,,,,,3,,,1,,4,3,,,,,,1,,,,,3,,5,,,1,,1,,1,5,,3,4,,,,,,,,,1,,,,5,4,,,,,1,2,,,,3,,,,1,,,,,5,,,1,,1,,,,,,,3,4,,,,3,,2,5,,,,3,5,,,,4,1,3,,,,,4,,,,,,2,1,,,,,1,,
18,4,,,,3,4,,,1,5,,3,3,,5,,,1,,2,,,,,,3,5,,,,,,,,,2,3,,,2,,4,,,,2,,,3,,,,,,2,4,3,,,,1,,,4,5,,5,,,,,,4,,,,,,,4,5,5,,,,,3,,2,1,,,,4,,,,,,,,,,,,5,,3,,,,1,,,3,,,4,1,4,,,,,5,,,,4,1,,,,3,,5,,,,,,,1,,5,,,,,5
19,4,,1,,,4,,,,,1,,,3,,,,,5,1,,,,,,,,1,,3,4,3,,3,,,,,2,,,,,,2,,,,,1,,3,,,,5,2,3,,,,,3,,,,,,,1,,,5,,,,4,4,,,,,2,,,,,,,3,2,,,,,,,,5,4,,2,,,,4,,2,,,2,,5,,,5,,4,,,,,,,,5,1,5,,2,2,5,,,,,,,,,3,,,,5,,,,,
20,,,,3,,1,,4,,,,4,,,,3,1,,1,,,5,,,,,,,,,,,,4,,,,,,,,,4,,,,,,5,,,1,,,3,,2,,4,2,,,,,,,,1,4,5,5,,,5,4,,,1,1,2,,,,,,,,,,,,,,,4,,4,,3,,,,2,,5,,,,,,,,,5,,,1,3,,3,,,,,,,,,1,,3,1,,5,,1,,,4,4,,,,,1,,,,,
21,,4,,,,1,,2,,,4,1,,4,3,,5,,1,,,,,,,5,2,5,4,3,,,1,,,,,1,,5,,,,,,4,,,,,5,5,,2,,,,,,,,4,4,,,5,,,2,,1,2,,,,,,1,4,,3,,5,,,4,4,,4,2,4,,,,,,,4,2,,,,,1,3,,,5,4,4,4,,,3,,,,2,,,,,,,,,,2,1,,5,,,,,,4,,2,,,5,,,1,,5,,,
22,,,3,1,,,,,,,,4,5,1,,,1,,,4,,4,5,,,,,,3,,2,,,5,,,,5,1,3,,,4,,5,1,,5,4,,,,,5,,3,,5,4,,,,2,,,,,2,5,,,,,,4,1,,,,,,1,1,,,,,4,,,,,4,,4,2,4,,1,,,4,,5,,,,,,1,,,3,4,,,2,,,,,,,,,,,,,5,3,,4,4,,2,1,3,,,,,,,,2,2,3,4,
23,,3,,,5,,,4,4,,,,,2,,,,,,5,2,4,,,,3,1,3,,,3,,,4,,,,5,1,,,,5,,5,,,5,4,4,,,,,,,,,,3,,,2,3,,,2,1,,,5,5,3,,4,3,,3,,,,,,,,1,3,,,,2,5,4,,,2,5,,3,1,,,,4,,,,,,,,,,5,,1,1,2,,,,,,,,,5,,,4,,,5,4,3,,,,5,,3,,2,,,,,,,
24,,,,,2,5,,,,,3,,2,,,,2,,,,,1,,,5,2,5,3,,,5,,2,,,,,2,,,,,,,,,,,1,,,,4,,,5,,1,,,,,3,,,1,5,,2,1,,,,,,,5,,3,,,5,,5,,,,1,2,,3,,3,,3,,2,1,5,,,2,1,,,4,,1,,1,,,4,1,,4,,5,,,2,1,,,,4,,5,,,,,,,,5,1,,1,,2,,,,,,,,,4
25,,,,,1,5,2,,,4,,,,3,4,5,,2,5,,,,,,,,5,,1,,5,2,2,,,3,,,,,,,,,,3,,2,3,,,3,5,,,5,2,,1,,1,,,,5,,5,,,,,,,2,,,,,,5,,,,,,,3,,,,2,2,,,,1,,3,5,,,,,,,,,3,,2,2,3,4,,,5,2,,1,5,,,,2,,5,,,4,,,,,1,5,,,,,,1,,,2,,,3,,,4
26,,1,,,5,1,,,,,,4,,,,1,1,5,3,,,4,5,,,,,,,5,2,1,5,,3,4,,,2,1,3,1,4,,5,,,5,,4,,,,,,,,,5,,,,,,,,,,,4,,,,,,,,,,,,,2,,4,1,3,5,,4,,5,4,,,,,,,,5,,2,,5,2,,,3,,2,2,3,,,,2,1,4,,,,3,,1,,,,3,5,,2,,,,1,,,,5,1,,,,,1,3,,,
27,,,,,,2,,4,5,,1,4,,,,,1,5,,,,,5,4,,,,,,,,,4,4,,4,5,5,,,2,,,,,3,,4,,,2,,,,,,,4,5,,2,1,,,,3,2,1,5,,,,1,,,1,,,,,,,,1,4,,2,,,,,,,3,,,,,,,,4,,5,,,,,1,1,,2,1,,,3,3,,,,,3,1,,,,5,,,5,,,,4,,,,,5,,,,,,1,,1,2,,1
28,,4,4,,,1,,3,,3,,,,,2,,,,,,,,,,,,,,,,,,3,,4,,,,5,,,,,,3,,,2,,,4,,3,,5,,,,,4,5,5,,,1,4,,,,,3,,,1,,5,,,,,,3,4,,,,,,,,5,1,,,1,,2,,,,,,5,3,,,4,,,5,,4,,,,,,,,,4,4,,4,2,,3,2,,,5,,,,,,5,,1,,,,4,,,4,5,,,
29,3,,5,,,,4,1,,,4,,1,4,,,4,2,1,,,,,3,3,5,,5,4,,,,,,5,,,,,,5,,,,,,5,,,,4,5,1,,,3,4,,2,5,,5,,,,5,,,3,,,3,,3,,5,,,,,,,,,,,4,,4,,,,,,,,,4,,,,,,,3,2,5,,,4,5,5,3,,,,4,,1,,5,4,,5,,,,,,,4,,,2,,,,,,3,,5,4,4,,,5,,3,1
30,5,,,,,,,,,5,,1,2,,,,,,5,,,,,,4,,,2,,2,,,,,,,,,,3,,4,,,3,,1,,1,2,,,,,,4,,2,,,,2,,4,4,,,,,,,,,,,,,5,,5,,4,,4,,,,,,,,,,4,,,3,,4,,,,,,,4,,3,2,3,,,,1,3,,1,5,,4,,,,2,4,5,,,4,,,,,3,,,3,,3,,,,2,,,,1,,3,5
31,1,,1,,5,,,5,,,,,4,,1,,,,,,1,4,4,5,,3,,,,,2,,4,4,,4,,,,,,,,,4,,,,,,2,,,,,,,,,2,,,,,,,,,4,,,,,,,1,,2,,,,,,,,,,,,,,,4,,5,,,,,,5,,,,,,,2,,1,,,,,,1,,,5,,,,,,3,,5,,1,,1,,,,,1,,,,4,3,,,,,,,2,,1
32,5,,3,5,,,,,,,,,,,,4,,,4,,3,,,,5,,,,,3,,,,,,3,,,,2,,5,,,,,3,3,1,3,,,4,,3,,,,2,1,3,,,,4,,4,,,,1,,,2,2,,5,5,,,5,,,,1,,,,,,,,,4,,,,,4,,,3,,,3,,,,,,,3,4,,,5,,,,5,,,,,4,5,,,4,2,,4,,,,4,,,,,1,,,,5,,,2,,4
33,,,,,,4,,,,,,,2,,5,,3,1,5,1,,,,,,3,,3,,,,,,,,3,,2,,,,5,3,,,,,,,,,,4,3,,5,,,1,,2,1,,,,,4,,,1,,,5,,,,,,1,,4,4,,4,1,2,,,,3,,1,,,,,,,4,4,,,,,,5,,,3,,,,,,2,,1,4,,,,,,,4,,,5,4,,,5,1,,5,,2,,,,,,,3,4,2,,,,
34,4,,,,,,1,,,,,1,,1,5,,,,,,2,,,,,1,,3,1,,4,,1,2,,,2,,,,,,,,,,,3,,,,3,5,2,,5,,,,,,,,,4,1,4,,,,,,4,,,,,,,4,5,,2,,,,,,3,,,,,,,,1,,5,4,2,,1,,,,,,,,2,,5,,1,,,,,,,,,,,5,,4,4,,3,,,,,5,,,2,,,1,,,,,,1,,
35,1,5,,2,,,5,,,,,2,,4,,1,5,,1,2,5,,,,,5,,4,4,,,5,,,,,1,,4,,4,,,5,,4,,,,,,,,2,,3,5,,,4,5,,,,,,,4,2,,,3,1,,,,,3,4,,,,5,,,4,5,2,,,,,1,2,,5,2,,,1,,,,,,,4,5,4,4,5,,,,,,,,2,,,4,5,,,,,,1,1,4,,,,,,,,3,3,5,,,5,,4,5,,,
36,,,,,,,,5,4,,,5,,3,2,,,4,,4,,5,5,,,,,3,,5,1,,5,5,2,,5,4,,1,,,,3,,,,5,,4,,2,,5,,,,5,,,,,,,,1,,,,,4,,2,,5,2,,,,2,,,,,,,3,4,,4,,,,,,,,,,3,,4,,,4,,,,,,,,,4,,,,2,5,,,,,,,,,,,,1,,5,4,,,,,,,,1,,,3,,,,5,2
37,,2,,,,5,,,,,,,3,,,4,3,,5,,,,,,,,,,2,,4,,2,3,,,,,,2,,,3,2,,,,,,,,1,,2,,,,,,,2,3,,,4,,5,,,2,,,5,3,,2,,5,1,4,,,,5,,,,2,,,,2,1,,,,,3,4,5,,1,,,,5,,,,,1,,,,,,3,5,,5,2,,,1,4,,1,,5,3,2,,3,,4,4,,,,1,3,,,,,,,,,
38,,,,,4,,1,,4,,2,,5,,,1,,5,,4,1,5,4,,,,1,,,,,,,,,5,,,,,,,4,,,3,,4,,,,2,1,,1,,,5,4,3,,,,,,,,,,,,,,4,,2,,1,,3,,1,,,,,,4,,4,,5,5,,5,,,,,3,,,,,,,,,,,3,2,2,,,,,,,,3,,,,,,4,,,,2,,5,,,,,,5,4,,,,,,,,2,4,
39,,,3,,5,,,4,4,,,5,,,1,,,,,,,,5,,,,2,2,,,,,,,,,4,,3,2,,,,3,4,,,,4,,,1,,,,2,,,4,3,,,,,,,,3,,,,,,5,4,,1,3,,,2,,,,,,,4,,,,,4,,,,,,,,5,4,,4,,,,,,,,,,5,,,,1,,,,,,,,,,1,,4,,,5,4,,,,,4,5,,,,1,,2,,,,
40,,,,,,3,,,,,,,4,,,,,,,4,,4,,5,,,,,,5,,,4,4,,5,,4,2,3,3,,4,,,,,,,,,,,5,,,,,4,,1,,,1,,,2,,,,,,,5,,,,1,,3,3,,,,4,,,5,,,,,,,,,5,3,,,5,5,2,,4,3,,3,,,,,,,,,,,,,,,1,,,2,4,,,4,,,,5,,,1,,5,4,,1,2,2,2,,,,5,3
41,,,,,2,,,1,,,,1,,3,5,4,,,,2,,,1,1,5,,5,,,,,1,,,,,,,2,3,,4,,,,2,,,1,,,1,,,,4,,3,,,,1,,,5,2,5,,1,,,,,,,,,,,5,5,,,4,,1,,1,,3,3,,2,4,2,1,1,3,,,,,2,2,,,,,,2,2,,,2,,4,,,,5,1,,,,,,,5,4,,,5,,,4,,,,1,,,,,,,,,,,
42,,,4,,,1,,,,,,3,3,,,2,4,,,2,4,,,,,,3,4,,,,5,,2,,,,,5,4,,,,5,,,5,,1,,4,5,3,,4,,5,,,5,5,,,,,,1,4,,,,,1,,3,4,,,,1,1,2,,,,,4,,5,,4,,,,,,,4,,,,,,,,2,,4,5,5,,,,3,4,2,5,,,,4,5,,4,,3,,,3,,4,1,2,,,3,4,4,,,,5,5,4,3,5,4,,3,2
43,3,,5,,,2,5,,1,,4,,3,,,,,,1,,4,,,,1,4,,4,,,2,,1,,,,,,5,,5,,,4,,5,5,2,,,5,,2,,5,,,,2,,5,4,5,3,,,,4,,,1,,,,1,5,,,,,2,,4,,1,,,3,,,,,,,,,,,,3,,,5,,,3,5,,,,4,,,,,,,2,,3,5,5,5,,,3,1,,1,2,,,,,1,1,,,,,4,5,,5,,,4,,,
44,,,3,,4,1,,4,,1,,,,,,,2,4,2,,,5,,4,1,,,,,,,,,,1,,4,,3,2,,1,5,,,3,,5,,4,,,,5,,,2,4,,,,3,,1,,,,,5,,,5,,,,,,,,,,1,,,,,,,,,,5,4,,,,,,,,,,,,,,,,,1,,3,,,,,,,4,,,,,,3,,,,,4,,,5,,,,,,4,,,2,,1,,,3,,,
45,,,,3,4,3,,5,5,,,5,4,2,,,,,,,,,4,,2,,,,1,,,,5,,,,,,,,,,5,2,,,,4,,5,3,,1,,,,3,,,2,,,3,,2,3,,2,,,5,,1,,,2,2,,,,2,,,,,,,,,,,,,,4,,,,2,,,,,,,,2,,,,,,1,5,,,,,4,,,,1,2,,,4,,,4,,,,5,,,1,,4,5,,,3,,,,,,5,
46,,3,3,,,3,,4,5,,,4,,,,,,4,,,,,,,,,,,,,2,1,4,4,2,5,4,5,,1,3,1,,1,5,,,,4,,,2,,,,,,5,,,,,2,,,,1,,,,,5,,,,,,,,,,,,,,,2,5,,4,,4,,,,,,,,,5,,,5,,,3,3,2,,,,3,,,2,,,,,,,,,,,4,,,5,,2,,,3,,3,,,,,1,,,,,,,4,
47,,1,,,,,,,,5,,,,,5,5,,,5,1,1,,2,2,5,,4,,2,,,,,,3,,,3,,,,,,,,,,,,,,1,,,,4,,1,,3,,3,,,4,,4,,3,,,,,3,,3,5,5,,,,,,5,,,,1,2,,,,,4,,,,,5,5,3,,,,,,,2,,3,,1,,,,,,4,,4,,,,,4,,,,,,1,5,,,5,5,3,,3,2,,,,1,5,,,,,
48,,,,,1,,,,,,,,,,,4,,,,,,,,,4,,4,,3,,5,,2,3,,,,,3,,,,3,1,2,,3,,,,3,,,,,5,,,,,,,1,4,4,,,3,,,,,5,,,,5,,,4,4,4,1,,,3,,,,,,,1,5,,1,,2,,,,,,,,5,,,,2,1,,5,1,,4,,,,5,,1,,3,4,,,,5,3,1,,,,4,,,,,,,,3,,,,3,,,4
49,,,,,,,,,3,4,,1,,,,5,,,,,,,,,4,,,,,,,,,2,3,,,2,,,1,,,,,,,,,3,,,,,,,,,,,,1,,,4,2,,,,,,1,,1,,,,,,4,4,5,1,,3,,,,,,,,2,5,,,,,5,5,1,3,,,,4,,,,,2,,5,,,5,,4,,4,,2,,,,5,,4,4,,2,4,2,,4,4,,1,,3,,,,,,,,,,
50,1,,,3,5,3,,,,,,,4,,,,,5,,,,4,,4,,,2,,,,2,1,,4,,5,,,,,,,5,,4,,,,4,,,3,,4,,,3,4,,,,,,,,,3,1,,4,,5,,,,,,,,,,,,,4,,,5,,,2,4,,1,5,,4,3,,,,,,5,,,,3,2,,,1,,,,,,,,,,,,,,,,,,5,2,,,4,,,,,5,,,,,,1,1,,,,
51,,,,3,,,,,,,,,,,,,1,5,,,1,5,,,,,2,,,4,,,,,,4,,,,2,,,,,,,,,,,,,3,5,,2,,5,,,3,2,,,1,1,3,,4,4,,,,4,,,,,,,,,,,4,2,,,,4,,5,,,,,4,,1,,,4,2,,5,,2,,1,,,,3,,,,,2,4,,,,,,2,,5,,2,,,2,5,,1,,,,,,,,3,,,,3,,4,
52,,,,1,,,,,,,,4,,,,,,,,5,,,,,,,,,,4,1,2,4,,3,,4,4,,3,,2,,,,,,4,,5,,,1,5,,,2,,4,2,3,3,1,,,,2,,5,,5,4,,,5,,,,3,3,,,2,,,,,,,,1,,,,5,1,5,,,,,4,,5,5,,,3,2,,,,,,3,3,,,5,,,,2,,,,,2,,,,,5,,1,,2,,,,,1,,,,1,,,4,
53,,1,,1,,,,5,5,,1,,4,,,,,,,,,,,,,,,,,5,,,5,,,,5,4,,,,,4,2,,,,5,,5,3,,,,,2,,4,4,,3,,,2,3,,,,,,4,,,5,,,1,,2,,,,2,,4,,,5,3,5,,5,,,,1,,3,,,,4,1,,,3,,,,,,3,3,4,3,,,,,2,,,1,,,,,3,,4,,1,,,,,2,3,,,,1,,,1,,,,,1
54,,,4,,,,5,1,,,,,2,,,,5,2,1,,,3,,,,,,,,3,,,,,,,,3,,5,4,,,,,4,,,3,,4,5,,2,4,,4,,,,,5,5,3,,,,,,,2,,,2,2,,,,,2,,3,,,1,4,4,,4,,,,,,3,4,,4,,,,1,,,,,5,4,4,,4,,,,,1,,3,2,,5,4,,,2,,,,,3,,,3,,1,,,,,,,,5,,2,,5,,,2
55,,,,,5,2,2,,,,,,5,,,,,4,,4,,5,,5,,,1,,,,,,5,5,2,5,4,,,,1,,4,,,3,,5,,5,,3,1,,3,,,,,,,3,,2,,,,,4,4,5,,,,5,,,2,,,,,,,5,,,,,,3,,5,1,,,,,,1,,,,5,,,,,,,,2,,4,,,,1,4,3,,,,,3,2,5,,,,2,3,5,5,,,,,5,,,,,1,2,,,3,4,
56,,,4,,,,4,1,1,,4,,,5,,,5,,2,,4,,,,,5,2,,4,,,4,,,,2,,,4,4,5,1,,,,4,4,,,2,5,4,,3,,,,,,,,5,5,,3,5,,,,2,,,1,,,5,,2,,,,,,2,,,,,4,,5,,,,3,,3,,,,2,2,4,3,,,,5,5,5,,4,2,,,,5,,2,3,,5,4,4,,,3,,,,,1,,,3,,,4,,,5,5,,4,,,4,4,,1
57,5,3,,4,,5,1,,,,,2,,,4,,,,,,,,,,,,4,,,,5,,,,,3,,,2,,,,,3,,,,,,,,,,1,3,4,3,,,3,,,,,4,,4,,3,3,,,5,,,,5,5,,4,,5,,5,,1,1,,,,2,,,4,3,2,,,4,5,3,3,,,,4,,1,,,,,,,3,,,5,3,5,,,1,,5,,1,5,5,2,,,,,4,,,,,,3,1,,3,5,,,3,,5
58,,,,,,1,,5,5,,,,4,,,2,1,5,,5,,,,,3,,,,,4,3,3,4,5,,4,,5,1,1,,,,,4,,,,,5,,,2,4,,,,,,,,,,,3,,,,,,5,,1,5,,3,1,,,,,1,,1,5,,1,,,,2,4,5,,,,,,3,3,,5,,,,3,2,1,2,,,,,,2,3,,,4,,,2,1,,,3,,3,,4,,2,4,5,,,1,,,5,,,,,,2,,2,,
59,,,2,,5,,2,4,,,,4,,,,1,,5,,,2,,5,,,,,,,4,,,,4,,,,,,,,,4,,5,,,5,,4,,,2,,,,,,5,,,,3,,,,,,,4,4,,3,,,,,,2,,,,3,,4,,,,,,3,4,,,,,4,1,,2,5,4,,4,5,,1,,2,,,,,,,,,,5,,1,,,2,,,,1,,4,,,,4,,,,,4,5,3,,,,1,,,,4,
60,,,,,,3,4,,,1,,1,,4,,,4,3,,,5,,2,,2,,,,4,,,,,,5,2,3,,,5,4,,,4,,5,,,,,5,,,,5,,4,,2,,5,,5,,,,1,,,,,,,,,,,,5,3,,,,2,2,4,4,2,,,4,3,,,3,,2,,,1,,,5,,2,,4,4,,,4,,1,,4,,4,,1,1,,4,,,,2,1,,,,,3,1,,,3,,4,,,5,4,,5,,,5,4,,
61,4,2,,4,,,,,,,,3,,,,,,,,,,,1,3,5,,4,,1,,5,,,,,,3,,,3,,5,,,2,1,,1,1,,,,,,3,4,,3,2,,,,,5,,,5,,1,2,,,4,,,,,,1,,4,,,,,2,,,3,,1,,,5,,,,,5,4,,,1,,1,5,,,,3,,,,,,5,,,3,4,,2,,2,5,,,5,5,2,,5,,,5,,,,,1,,3,,,4,,,2,2,4
62,,,,,,3,1,4,5,,,5,5,,,,,,,4,2,,5,5,1,,,,2,,,,4,,3,4,,4,,,,,,,5,,,5,,5,2,,,4,1,,3,4,,1,3,1,,,,,,,,5,5,,1,4,,2,1,,,,,,,,,,1,5,2,,,4,,,5,3,5,,,,,4,3,,5,2,,,,,,,3,,,,,,4,2,,,,,,,5,2,,,,,4,4,,,3,,,4,,,2,2,,,,,5,
63,,,,,,,1,,5,3,,4,5,3,,,,4,,5,,4,,,,,,3,,,1,3,4,5,,4,5,,,1,,,5,,5,,,,,4,,,,,,,,5,5,,,1,,,,,,,,5,,,,4,,,,3,1,,,,,,5,,1,5,2,,,4,4,,4,,4,,,,4,4,,,5,1,,2,,,,2,,5,,,2,,,,,,,3,,,,2,,,,2,4,5,,,,,4,,2,,,,,,,2,,2
64,,4,5,2,,,4,,,,4,3,2,,3,,,3,,,,,3,,,,,4,,,,,,,,,,,5,5,,,3,4,,,,,,,,,1,3,4,,5,,,5,,4,5,3,,4,1,,,,3,,,3,,5,2,3,5,,,,4,,,,5,,5,,4,,1,2,2,4,,4,,2,,1,4,,3,,,,,,4,5,,,5,,,1,,,,,4,,,,3,,1,,,,2,,,,,4,,2,,,4,,,,4,5,,3
65,,4,,,2,1,4,2,2,,4,,2,,2,,5,,1,,,,,,1,5,3,,5,2,,5,,,5,3,,,,,4,,3,,,4,,,,,,4,3,,5,1,,3,,5,,5,4,,,,,4,,2,,,1,,,,3,,4,3,2,2,,,,4,,,,3,5,,3,3,,,,,,2,,3,,,1,,5,,4,5,4,4,1,1,,,5,,,,5,5,4,,3,3,,,1,,,,,,,,4,5,,3,,4,,,,,4,5,,
66,,,4,,2,,,,,,,,2,,,,,,,,,,,2,1,,,4,,,,,2,,,,,,4,5,4,,,4,,5,,,,,,4,,,,,5,,3,,,5,,,,4,,4,3,3,1,,1,,1,4,,,,,,,4,,,5,4,,4,,,2,3,,,,,,,,,,4,,,1,,,,,5,,,,,,,,3,,,,4,,,3,,,,2,4,3,,,,,,,,,4,4,,4,,,5,,,
